epoch,train_loss,val_loss
0,N/A,1.2019461393356323
0,1.2026257514953613,1.2016350030899048
1,0.9324308633804321,0.9282877445220947
2,0.9195785522460938,0.9190585017204285
3,0.8999969959259033,0.9040392637252808
4,0.8889238834381104,0.8958147168159485
5,0.9071833491325378,0.8970150947570801
6,0.8855794668197632,0.8849519491195679
7,0.8879175782203674,0.8854402303695679
8,0.8791947364807129,0.8652111887931824
9,0.8708011507987976,0.86353999376297
10,0.8643348217010498,0.8749878406524658
11,0.8567667603492737,0.841454803943634
12,0.8485873937606812,0.838794469833374
13,0.8446782231330872,0.8373045325279236
14,0.8274649977684021,0.8479710221290588
15,0.8815333843231201,0.8301153182983398
16,0.8312758207321167,0.8225162029266357
17,0.8342489004135132,0.8315566778182983
18,0.8326922655105591,0.8192050457000732
19,0.8161553740501404,0.8383015990257263
20,0.8076228499412537,0.8255036473274231
21,0.8165649175643921,0.8260862827301025
22,0.8141341209411621,0.8397090435028076
23,0.8176917433738708,0.8273072838783264
24,0.8255095481872559,0.8190799355506897
25,0.795644998550415,0.8218743205070496
26,0.8185751438140869,0.8409697413444519
27,0.8008384704589844,0.8218960762023926
28,0.7940912246704102,0.8112642168998718
29,0.8100989460945129,0.8123109936714172
30,0.840029239654541,0.8191969990730286
31,0.8024129867553711,0.7939337491989136
32,0.7854247689247131,0.8122037649154663
33,0.8091839551925659,0.8265529870986938
