epoch,step,train_loss
0,19,0.06968306005001068
0,39,0.040590714663267136
0,59,0.03944496810436249
0,79,0.04040663689374924
1,99,0.03638947382569313
1,119,0.034911055117845535
1,139,0.036240994930267334
1,159,0.03766698017716408
2,179,0.04116306081414223
2,199,0.03853744640946388
2,219,0.040571726858615875
2,239,0.037344854325056076
2,259,0.03629928454756737
3,279,0.03929203003644943
3,299,0.0452490895986557
3,319,0.032221440225839615
3,339,0.04179554805159569
4,359,0.03668588027358055
4,379,0.03944355994462967
4,399,0.04009588435292244
4,419,0.03521622344851494
4,439,0.0429949015378952
5,459,0.03695255145430565
5,479,0.036540426313877106
5,499,0.03609855845570564
5,519,0.03906308859586716
6,539,0.03553362935781479
6,559,0.03538753092288971
6,579,0.03348225727677345
6,599,0.03404815495014191
7,619,0.02886110730469227
7,639,0.04059814289212227
7,659,0.038163915276527405
7,679,0.03380710259079933
7,699,0.037302758544683456
8,719,0.027337560430169106
8,739,0.03518126532435417
8,759,0.0405627079308033
8,779,0.03361193463206291
9,799,0.034758370369672775
9,819,0.04009467363357544
9,839,0.0359148345887661
9,859,0.030799154192209244
9,879,0.03436728194355965
10,899,0.03041093237698078
10,919,0.02740189991891384
10,939,0.035879068076610565
10,959,0.03420400992035866
11,979,0.04065992683172226
11,999,0.035035986453294754
11,1019,0.03701302036643028
11,1039,0.03496871888637543
12,1059,0.032515671104192734
12,1079,0.03625333309173584
12,1099,0.02903558872640133
12,1119,0.030572624877095222
12,1139,0.033514175564050674
13,1159,0.033603485673666
13,1179,0.03254212066531181
13,1199,0.030944211408495903
13,1219,0.033433783799409866
14,1239,0.04002593085169792
14,1259,0.035945825278759
14,1279,0.03103722631931305
