epoch,step,train_loss
0,19,0.03762083873152733
0,39,0.03260829672217369
0,59,0.038875650614500046
0,79,0.029397308826446533
0,99,0.036200474947690964
0,119,0.046583160758018494
0,139,0.0326845608651638
0,159,0.04179837182164192
0,179,0.030622335150837898
0,199,0.03619375079870224
0,219,0.03592458367347717
0,239,0.03878874331712723
0,259,0.027196316048502922
0,279,0.032086074352264404
0,299,0.03218260034918785
0,319,0.025278214365243912
0,339,0.029680466279387474
0,359,0.022699860855937004
0,379,0.019815774634480476
0,399,0.016817396506667137
0,419,0.026789404451847076
0,439,0.030217688530683517
1,459,0.039046429097652435
1,479,0.019123118370771408
1,499,0.02949180081486702
1,519,0.04309280216693878
1,539,0.02794397994875908
1,559,0.02490595541894436
1,579,0.037588898092508316
1,599,0.02465449459850788
1,619,0.024616243317723274
1,639,0.021355364471673965
1,659,0.02606881968677044
1,679,0.02784375101327896
1,699,0.04569927603006363
1,719,0.024537017568945885
1,739,0.024332541972398758
1,759,0.0277247317135334
1,779,0.03542816638946533
1,799,0.028107434511184692
1,819,0.03690768778324127
1,839,0.03661428764462471
1,859,0.026076948270201683
