epoch,step,train_loss
0,19,0.07414091378450394
0,39,0.04467163234949112
1,59,0.04197351634502411
1,79,0.0395977683365345
2,99,0.03987701237201691
2,119,0.03624409809708595
3,139,0.03731155768036842
3,159,0.041198089718818665
4,179,0.03541697561740875
4,199,0.03871103376150131
4,219,0.03760726377367973
5,239,0.03296317905187607
5,259,0.03710025176405907
6,279,0.03958536311984062
6,299,0.041898734867572784
7,319,0.03492598235607147
7,339,0.03630555793642998
8,359,0.04104149714112282
8,379,0.034396346658468246
9,399,0.03646553307771683
9,419,0.03785353899002075
9,439,0.0365627259016037
