epoch,step,train_loss
0,0,0.2591495215892792
0,1,0.8004051446914673
0,2,0.3009636402130127
0,3,0.23266936838626862
0,4,0.10696013271808624
0,5,0.09290915727615356
0,6,0.09438194334506989
0,7,0.09064760059118271
0,8,0.06992131471633911
0,9,0.05739458650350571
0,10,0.06452587246894836
0,11,0.06158160790801048
0,12,0.06734106689691544
0,13,0.055353328585624695
0,14,0.06517984718084335
0,15,0.04740010201931
0,16,0.06346260756254196
0,17,0.058692242950201035
0,18,0.08225733786821365
0,19,0.0555371530354023
