epoch,step,train_loss
0,19,0.035843927413225174
0,39,0.042806513607501984
0,59,0.03218791261315346
0,79,0.04392509162425995
0,99,0.04241786524653435
0,119,0.040286846458911896
0,139,0.025076285004615784
1,159,0.029965229332447052
1,179,0.029611889272928238
1,199,0.029232198372483253
1,219,0.03426780924201012
1,239,0.03361961245536804
1,259,0.027468418702483177
1,279,0.03240302577614784
2,299,0.025126565247774124
2,319,0.032073672860860825
2,339,0.02765788324177265
2,359,0.03194161504507065
2,379,0.028502125293016434
2,399,0.03402737155556679
2,419,0.026122696697711945
3,439,0.02958037704229355
3,459,0.030031166970729828
3,479,0.037027470767498016
3,499,0.023698462173342705
3,519,0.03129556402564049
3,539,0.020840175449848175
3,559,0.02768598310649395
3,579,0.02356765605509281
4,599,0.020906249061226845
4,619,0.021098658442497253
4,639,0.021723607555031776
