epoch,step,train_loss
0,19,0.03718150779604912
0,39,0.02939249575138092
1,59,0.03573980927467346
1,79,0.025075513869524002
2,99,0.03126680850982666
2,119,0.027629347518086433
3,139,0.027732666581869125
3,159,0.026897680014371872
4,179,0.026896201074123383
4,199,0.02396443672478199
4,219,0.02524159476161003
5,239,0.026893647387623787
5,259,0.02552218735218048
6,279,0.02435397170484066
6,299,0.024573249742388725
7,319,0.02467462047934532
7,339,0.025395497679710388
8,359,0.0213323887437582
8,379,0.021332865580916405
9,399,0.024119434878230095
9,419,0.02017291449010372
9,439,0.031105147674679756
