epoch,step,train_loss
0,0,0.21411214768886566
0,1,5.967751502990723
0,2,1.0445170402526855
0,3,0.37875109910964966
0,4,0.196588397026062
0,5,0.12439658492803574
0,6,0.09940103441476822
0,7,0.11029108613729477
0,8,0.13455946743488312
0,9,0.16061809659004211
0,10,0.11225520074367523
0,11,0.10482249408960342
0,12,0.10610976815223694
0,13,0.1283763349056244
0,14,0.12120991200208664
0,15,0.1123095378279686
0,16,0.10484384745359421
0,17,0.1011306419968605
0,18,0.10168388485908508
0,19,0.09646251052618027
0,20,0.0991329774260521
0,21,0.09975368529558182
0,22,0.10204310715198517
0,23,0.1026950255036354
0,24,0.0962466299533844
0,25,0.0905289575457573
0,26,0.09158960729837418
0,27,0.09359493851661682
0,28,0.09615767002105713
0,29,0.0936349481344223
0,30,0.09121856838464737
0,31,0.0888148844242096
0,32,0.08955033868551254
0,33,0.08888415992259979
0,34,0.09067212045192719
0,35,0.0924638882279396
0,36,0.09070952236652374
0,37,0.08815736323595047
0,38,0.0866093635559082
0,39,0.08699056506156921
0,40,0.08673511445522308
0,41,0.09016353636980057
0,42,0.08659719675779343
0,43,0.08578267693519592
0,44,0.08511167764663696
0,45,0.0852413922548294
0,46,0.0862029492855072
0,47,0.08773061633110046
0,48,0.0850842222571373
0,49,0.08434532582759857
1,50,0.08436649292707443
1,51,0.08483777940273285
1,52,0.08589699119329453
1,53,0.08493104577064514
1,54,0.08514756709337234
1,55,0.08487191796302795
