epoch,step,train_loss
0,19,0.033624716103076935
0,39,0.03381355479359627
1,59,0.036561496555805206
1,79,0.032885611057281494
2,99,0.03233155608177185
2,119,0.03155197575688362
3,139,0.025142140686511993
3,159,0.03131478279829025
4,179,0.028090782463550568
4,199,0.030909819528460503
4,219,0.02580387331545353
5,239,0.030087629333138466
5,259,0.030636444687843323
6,279,0.03030071221292019
6,299,0.029295923188328743
7,319,0.030369359999895096
7,339,0.031793203204870224
8,359,0.03072049468755722
8,379,0.027148354798555374
9,399,0.027895454317331314
9,419,0.02649015560746193
9,439,0.03201553598046303
